11,Private Apartment - Queen Anne Hill,"Queen Anne Hill is a charming neighborhood with historic old homes, located just up the hill from The Seattle Center: close enough to be convenient to everything, yet just far enough away from the traffic, hubbub and commotion of downtown! Be close to everything!  Queen Anne Hill is a charming neighborhood with historic old homes, located just up the hill from The Seattle Center: close enough to be convenient to everything, yet just far enough away from the traffic, hubbub and commotion of downtown! Your basement apartment in our home on Queen Anne Hill is just minutes from The Seattle Center (The Space needle, Pacific Science Center, IMAX Theater, Experience Music Project, International Fountain, Seattle Repertory Theater, Pacific Northwest Ballet, Seattle Children's Theater, and the Gates Foundation complex next door.) Eileen walked home from work every evening right past the Seattle Center. Plus, Seattle Pacific University is on the other end of The Hill.  Your private basement apar",Seattle,"1st Ave W, Seattle, WA 98119, United States",47.63548171,-122.3584778,2,93733,116945,23212,3.7,,,
12,Upper Queen Anne Craftsman House,"Beautifully furnished, cozy 1 bedroom mid century modern Craftsman house in Upper Queen Anne. 850 sqft - queen sz bed, large closet, huge dining table, comfy living room, bathtub, fully furnished kitchen, outdoor patio. VERY walkable neighborhood! Beautiful home in an extremely walkable neighborhood with restaurants, coffee shops, bars, stores. Just blocks away from bus stops. Convenient to downtown, Seattle Center, the Space Needle, Ballard, Fremont. I will likely not be present during your stay, but will have a friend or family member available in my absence. I am located in the Upper Queen Anne neighborhood - Seattle's oldest and most historic neighborhood! Yes, bus stops just 2-3 blocks away.",Seattle,"3rd Avenue West, Seattle, WA 98119, United States",47.63721408,-122.3600458,2,98657,121869,23212,3.7,,,
13,Open Plan 2bdr/1bath in Queen Anne,"Spacious apt in popular Seattle neighborhood.  1 block to bus and easy access by car to groceries, gas, freeway, stadiums, cruise ships.  Well stocked, quiet and restful space for your vacation; sorry, no accommodations for parties. This apartment is in a quiet and friendly city neighborhood; and central to so many places by car or transit.   Easily sleeps 1 - 4 persons comfortably and has a spacious feeling throughout the entire apartment.  Enter your apartment through an entry hallway for additional feeling of security.   We're in a great location being 10 minutes away from Ballard, Magnolia and downtown Seattle.  The kitchen has a gas stove, convection oven and enough tools to handle any kind of cooking.   We've also stocked the kitchen with some basic staples like oil, balsamic vinegar & spices which will simplify your grocery shopping for your stay here in Seattle.   Guests will have one designated spot for parking in front of the house if you have a car.  Access to washer/dryer o",Seattle,"West Howe Street, Seattle, WA 98119, United States",47.63554551,-122.3731708,4,278383,301595,23212,3.7,,,
14,Elegance in Historic Queen Anne,"Enjoy our amazing, updated & modern design cottage, located blocks from many of Seattle's best sites! The house is surrounded by million $ homes w/ easy access to downtown. Located on Queen Anne Hill, one of Seattle's most sought-after neighborhoods. Originally built in 1906, our house has a light-filled living room & dining area with vaulted ceilings & Sound/Mountain view.  We hope you'll enjoy the chef kitchen with gas range, stainless steel appliances, Richlight counters, maple cabinets & tile backsplash.  The bathroom has a 6 Ft. soaking tub, double sinks & floor to ceiling tile.  There are hardwood floors throughout the living space. The home has two bedrooms, with queen sized beds in each, as well as one roll away bed. Our house is situated in a quaint, historic corner of Queen Anne, and is accessed by a flight of 16 easy steps from the street.  Make yourself at home on the front deck and main floor of the home. Andrew and Camille will be the primary contact and are only minutes ",Seattle,"West Prospect Street, Seattle, WA 98119, United States",47.62950681,-122.3676293,5,179903,203115,23212,3.7,,,
15,Stunning 6 bd in THE BEST Location!,"Stunning Designsponge featured 6 bed, 3.75 bath, 4,000 sq ft home in the city's BEST location w/ free parking for about the same price as a decent hotel in Seattle. Walk to all of Queen Anne, or drive 5 min to downtown- this is where you want to be! Gorgeous, LIGHT FILLED, Newly Constructed Modern Farmhouse in THE BEST Location! 4 level home features 4,000 sq ft of living space with 6 bedrooms / 3.75 baths and up to 15 separate beds  The first level of the main home features an open living area with formal living room, dining room, family room, spacious kitchen, half bath, coat closet, and large open hall with bench seating and cubbies for storage. The family room has a comfy pull out sofa bed (full size bed) The kitchen has an oversized farmhouse style sink, 6 burner Bertazonni range, integrated 36 Liebherr fridge / freezer",Seattle,"7th Avenue West, Seattle, WA 98119, United States",47.63920266,-122.3658627,16,544279,567491,23212,3.7,,,
16,"Lovely Queen Anne Cottage, 2 BR","This home is full of light, art and comfort. 5 mins to Downtown, 1 min to coffee. The Space This is a 1000 square foot, two bedroom, one bathroom house. This home has a large kitchen and two very large indoor eating spaces. The open plan kitchen and living room have two sets of French doors opening to west facing decks with additional seating and lots of room to play. The two bedrooms are very comfy with new carpet and separately controlled heating. Take advantage of our kitchen for meals, or venture out and sample Seattle's restaurants during your stay here! Start the morning off right with some coffee on the deck. Or head out to Tenth West, Storyville Coffee Company, or Caffe Fiore. Then enjoy a nice, leisurely breakfast at The Seattle Grind, Macrina Bakery & Café, or Bustle. All are popular stops near our house.  Head out for some fresh morning air – go for a nice walk at Kerry Park, Parsons Gardens, or Discovery Park.  Try Bounty Kitchen, Le Reve Bakery & Café, or 5 Spot for lunch.",Seattle,"12th Avenue West, Seattle, WA 98119, United States",47.63564979,-122.3728928,5,110967,134179,23212,3.7,,,
17,Park Life in Lower Queen Anne,"Master bedroom suite with 1/4 bath & kitchenette hidden within lovely Kinnear Park. Mere blocks from Key Arena & Space Needle. Short ride to Pike Place, stadiums, & convention center. Enjoy the quiet, or a quick walk to tons of bars, restaurants, & shops! **PLEASE MAKE SURE TO READ ALL INFO BEFORE BOOKING!** If you need info on anything not mentioned in the listing, just ask! Pricing varies daily based on demand, but the calendar is always up to date. Simply enter your travel dates into the calendar to check pricing and availability. The guest room is fairly large, very private, and has lots of personality! It's approx 250 sq ft, completely separate from the rest of the apartment, and includes a full size bed, kitchenette, vanity area with sink, and two closets that are exclusively for your use - my guests enjoy complete privacy! You'll have pretty much everything you need: hangers, shelves, organizers, extra sheets/towels, first aid kit, umbrella, hairdryer, and iron/ironing board. Th",Seattle,"West Mercer Place, Seattle, WA 98119, United States",47.62620037,-122.3666019,2,58034,81246,23212,3.7,,,
18,"Private Garden Suite, Bay View","Beautiful private entrance garden suite overlooking Elliot Bay. Off street covered parking available, convenient to public transportation.  Close to Seattle Center, SPU, Whole Foods, Pikes Mkt. Complimentary meal at local cafe/bar - The Sitting Room. French Country style home built in 1939 with spectacular view of Elliot Bay, latest remodel in 2015.  The private room and bath is located on the garden level with separate entrance on the west side.   Room includes full size bed, seating area, mini-fridge and wireless internet.  Large bathroom with shower, pedestal sink, and heated floor.  Bedding and towels provided. On-site, off-street, covered parking available.   Reservation includes a complimentary meal at The Sitting Room, a local neighborhood bistro owned by hosts. No smoking (indoors). Private entrance to space has keypad on door.  Access is to private room/space only.  Guests may park in covered car port and have access to front yard.  We will be available to welcome you, answer ",Seattle,"12th Avenue West, Seattle, WA 98119, United States",47.64064588,-122.3724059,2,98657,121869,23212,3.7,,,
19,Queen Anne Getaway Near Seattle!,"The second room in our spacious 2BR / 2 Bath apartment functions as both our office and a second bedroom for family, guests, and visitors!   All the comforts of home, minutes from downtown Seattle, yet you feel like you're in the suburbs!",Seattle,"11th Avenue West, Seattle, WA 98119, United States",47.63977587,-122.3722354,2,222988,246200,23212,3.7,,,
20,Grand Craftsman Home on Queen Anne,"This  home built in 1909.  It has 5 bedrooms and 3.5 baths.  Perfect for family groups.  All modern conveniences.  It is only one block from the main street filled with restaurants, coffee shops and 4 BLOCKS TO KERRY PARK'S FAMOUS FIREWORKS DISPLAY. This home encompasses the character that is so sought after on Queen Anne.  It is a large Craftsman with a beautiful and private garden.  The front porch, gourmet kitchen, master suite, basement tv/game room and even the back yard provide plenty of spaces to relax and enjoy for a large group, especially with kids.    It has 4 bedrooms upstairs, one king and one queen bed, two full beds and 2 full baths.  The basement also has a queen bedroom and newly done bath/shower.  The location is unique because it is one block to all that Queen Anne has to offer and across the street from a park with baseball/soccer fields and a large playground.  It is one block to the community center and indoor pool. Full access with wifi and cable.  Parking in bac",Seattle,"1st Avenue West, Seattle, WA 98119, United States",47.63602478,-122.3586936,10,838488,861700,23212,3.7,,,
21,Queen Anne View One Bedroom,"This clean and comfortable one bedroom sits right across from Kinnear Park in Seattle's lower Queen Anne neighborhood. Walk to Seattle Center, the SAM Sculpture Park, or just sit on the deck and enjoy the view of Puget Sound and downtown Seattle. Kitchen has hot water tap and sodastream Excellent water pressure Original art throughout the house Dogs under 30 lbs welcome Roof deck Lower Queen Anne is near the Seattle Center (space needle, EMP museum, Glass museum, Science Center and Children's museum). It's also near SAM sculpture park, stores, restaurants, SIFF theater and more.",Seattle,"West Olympic Place, Seattle, WA 98119, United States",47.62794034,-122.3649587,1,112198,135410,23212,3.7,,,
22,Cozy Queen Anne Finished Basement,"Relax in your own private finished basement space in a 1925 Craftsman in Upper Queen Anne, one of Seattle's most historic and lively neighborhoods.  Just 2 blocks from many trendy restaurants, yoga, shopping, etc.  Just a 15 minute bus ride to  Downtown, Fremont and Amazon / S. Lake Union by bus. Updated daylight basement space with queen and single sleeping nooks. Your privacy is paramount here with your own entrance and key. The space offers plenty of room to unwind and relax and read or enjoy Direct TV and Bose receiver. Shower/bathroom is located upstairs from this space. Bath, shower is located on the top floor of our home. There is a bathroom one level above the guest space, right off the kitchen area. Quiet space in outside patio area.  Private entrance with key provided. Access to main fridge and fresh ground coffee / tea / French press in the morning. We're always delighted to meet our guests, but re also respect your privacy! Just a few minutes walk to many great restaurants,",Seattle,"2nd Avenue West, Seattle, WA 98119, United States",47.63637426,-122.3610334,3,98657,121869,23212,3.7,,,
23,Lovely Queen Anne home,"Welcome to Seattle! Enjoy your stay in a  turn-of-the-century Queen Anne home. Lovely setting in the heart of the city. Cosy up with a cup of coffee in the window seat or enjoy all of the fabulous Seattle restaurants, cafes and shops 1 block away. Centrally located spacious home in the heart of the city- 1 block away from world class restaurants, cafes and shops.  The house is across the street from a soccer field and park making it a perfect location for kids. Start your morning with an El Diablo cafe and then explore Seattle. It's an easy bus ride (or walk- 1/2 mile) to Seattle Center, Pike Place Market and all that downtown Seattle has to offer. Close to Green Lake, the University District and Capital Hill. -Easy access to restaurants, cafes, shopping and grocery stores. -across the street from a soccer field and park -3 blocks to bus stop -1/2 mile to downtown Seattle, Seattle Center, Opera House, Benaroya Hall -Close to Green Lake, the University District, Capitol Hill Easy email,",Seattle,"1st Avenue West, Seattle, WA 98119, United States",47.63563222,-122.3588809,8,530738,553950,23212,3.7,,,
24,"Cozy Lower Level, Upper Queen Anne","Greetings!  Our home is a beautiful, 1920's 4 bedroom craftsman in the iconic Seattle neighborhood of Queen Anne, featuring spectacular views of Elliot Bay and the Olympics. Amenities include washer/dryer, full living room, private entry & bathroom! The space we are renting is the entire lower level of our home, featuring a private bedroom, bathroom, living room and personal entry off the back patio. The cozy room features a comfortable full bed, spacious closet and exposed brickwork. The bathroom has a shower and sink, and the living room is a great place to hang out and relax. The lower level/basement is entirely yours. We provide a guest key, which will let you into your private entry off the back patio. Alex and I work opposite schedules, him during the day and some evenings, myself evenings only. So chances are someone will always be available to help settle you in! We love talking to people and making new friends, but we do ask that you respect early bedtimes and our privacy on t",Seattle,"West Galer Street, Seattle, WA 98119, United States",47.63339396,-122.3719199,2,69113,92325,23212,3.7,,,
25,Charming home on Queen Anne,"Enjoy Seattle from the ideally located Queen Anne Hill.  Enjoy the quaintness and charm of Queen Anne while having easy access to all around the area. L Step into the main living space with sitting areas, kitchen and lovely outdoor space.  The Master bedroom and bath are on the top level with the lower level housing two small bedrooms and a shared bathroom and shower.  One room has a double bed and the other has a twin trundle.  The location is close to Queen Anne Avenue with easy access to Downtown Seattle, I-5 and 99.  Minutes from Seattle Center, Space Needle, Pike Place Market, Seattle Waterfront, Elliott Bay, Ballard, Lake Union, Green Lake, Century Link Field, etc. I will be available to answer questions by phone or text while you enjoy your stay in Seattle. 10th Avenue West is on the bus line taking you downtown Seattle. There is plenty of street parking and one designated parking space in front of the house.",Seattle,"10th Avenue West, Seattle, WA 98119, United States",47.63851671,-122.369581,5,715388,738600,23212,3.7,,,
26,VIEW-Monthly Rental Available,"Our home is very light and full of character and charm.  Great gourmet kitchen and large living room with sunset views of the water.  3 bedrooms, 2.25 bath, large private garden with fountain and plenty of parking.  Located 5 minutes from downtown. Our home is a brick tudor/cottage built in 1937.  Original beveled glass windows, beautiful hardwoods and sunset water views.  Located in the desirable Queen Anne neighborhood just a few blocks from coffee shops, restaurants, grocery. This is a enchanted, open, light house with a wonderful garden, fountain, play space, large living spaces and views of the sound.  Great for 2 families with kids.  The living room is very large with views of the water, fireplace and a great space to socialize.  Large dining room with table for 6 or when extended 10 people.  There is also a library on the main floor with large couch and views of the water.  The 3 bedrooms can accommodate 8 people with 1 queen, 1 full bed and 2 twin beds.  The master also has a d",Seattle,"7th Avenue West, Seattle, WA 98119, United States",47.63139735,-122.3677669,8,530738,553950,23212,3.7,,,
27,Micro Gypsy Wagon on Queen Anne,"Micro camper with queen size bed and seating for two ! (well 70 x 60 ) This camper is small if your over six feet tall this is not the camper for you . Claustrophobic keep looking ! but if you are into seeing how small you can go this is PERFECT  The Spruce Kaboose is a hand built one of a kind tiny bedroom on wheels. If you are tall (6 foot or over) this is not the rental for you. However, for the smaller in stature this place is golden. The bed measures 70''L x 60''w. Plenty of storage underneath for your suitcases, light, power, heater, fan.  high speed WI-FI. You will have your private trailer in our backyard and access to the yard and SHARED bathroom GATE IS ON THE EAST SIDE OF THE HOUSE TO GAIN ACCESS TO OUR BACK YARD. We will leave you alone unless you want to talk or need anything.  Interbay is right between downtown Seattle and Ballard. We are just two blocks from a Whole Foods and on the D bus line.  We are on the D bus line.  If you are busing from the airport DO NOT take th",Seattle,"West Wheeler Street, Seattle, WA 98119, United States",47.63926602,-122.3747258,2,32183,55395,23212,3.7,,,
28,Open Airy Queen Anne Condo,"Designer home situated on Queen Anne Hill overlooking Magnolia.  Enjoy custom furnishings, gourmet kitchen, spa bathroom, and a cozy bedroom.  Easy access to downtown Seattle, Ballard and Fremont.  Whole Foods is just a walk away.  *all building construction is finished. During the summer, there was construction on the building but they are finished now.  The building has been completely updated on the outside and my unit is completely remodeled too. Guest have access to the all the kitchen items and laundry area.  All the drawers and closet in the bedroom are off limits. This is a really quiet neighborhood with plenty of free street parking.  Great walking neighborhood with parks close by and great stair climbs. There is a very convenient bus line a block away that will take you anywhere in the city.  In the neighborhood, there is plenty of free street parking. My neighbors are really quiet and the condo doesn't share any walls with other units.  The bedroom has blackout curtains, so ",Seattle,"14th Avenue West, Seattle, WA 98119, United States",47.63981587,-122.3743385,3,75268,98480,23212,3.7,,,
29,1914 Stunner View Ocean Mountain,"2 stories private home, open concept living room, floor 2 ceiling windows view Puget Sound & Olympic Mountains. Gourmet kitchen, formal dining room, 2 BR, 3 full bath inc bear claw tub, walk to cafes, restaurants. Private sanctuary steps down hill. My home is 3 stories professionally decorated and as you walk in you feel the warmth of the original fir floors. Main floor is open concept living room with large flat screen tv, floor to ceiling windows, gourmet kitchen, Tuscan feeling informal dining room, formal dining room with cherry furniture, as well as a family room/reading room with best views in the house, along with a full bath including bear claw tub. The flow of this first floor is open, airy, sunny, private. Both the kitchen and front door of the home open to two large outdoor living spaces for that indoor/outdoor feel. Outside you are surrounded by the abundant trees, flowers and green that is typical of the Pacific Northwest. Pick anything you want from the garden.  1ST FLOOR",Seattle,"11th Avenue West, Seattle, WA 98119, United States",47.64063323,-122.3727094,4,192213,215425,23212,3.7,,,
30,Seattle Queen Anne Beauty,"Beautiful Water View, Minutes to Pier, Space Needle, Downtown, Family Friendly. This 1,920 sq ft 4 bedrooms, 3.5 baths with formal living & dining room plus a bonus room will offer you breathtaking water views of Puget Sound and a private backyard. ONLY vacation rental available in a desirable neighborhood of lower Queen Anne. Rates are subject to change at any time. Please add $50 if your staying involves a holiday (Thanksgiving, Christmas, New Years, Fourth of July, Memorial Day & Labor Day). Full Payment is required 1 month prior to arriving. If payment is not received on time, date become available for others to book. Furniture may vary. Clothes Dryer Fireplace Hair Dryer Heating Internet Iron & Board Linens Provided Living Room Parking Telephone Towels Provided Washing Machine Very conveniently located close to downtown (minutes) and accessible to freeways, whole food super market, gas stations, golf club, winery, pubs, pike place market, pier Public transport is available next st",Seattle,"14th Avenue West, Seattle, WA 98119, United States",47.63812149,-122.37579,7,250070,273282,23212,3.7,,,
31,The Hideaway- Queen Anne/downtown,"Welcome to the Queen Anne Hideaway.  Your home away from home is a lower level unit below a vintage Queen Anne landmark home.  Take advantage of an incredible savings over a hotel in a pet and family friendly environment.  Pet friendly flooring, dog bed, kennel, and a fenced yard make this the perfect spot to vacation with your pups.   Beautifully furnished, luxury beds with feather toppers, patio with fenced yard, and all the details you need to make your stay perfect.  Our apartment has two bedroom (walls not shared) both with queen beds.  The living area features a flat screen TV, couch, and two of the ugliest recliners you have ever seen.   The kitchen is stocked for all your cooking needs, however, be prepared to do dishes the old fashioned way!  You will find all the condiments and extras on hand necessary, including coffee and creamer (priority uno).    Our one bathroom is updated with a  shower stall and new vanity.  What it lacks in space it makes up for in being well stocked.",Seattle,"West Galer Street, Seattle, WA 98119, United States",47.62981553,-122.3662123,4,172517,195729,23212,3.7,,,
32,QUEEN ANNE VIEW ONE! - SEATTLE,"Vintage 1927 4plex in perfect Queen Anne location. Elliott Bay views! Hardwoods, built-ins, natural light. Queen bed w/ new mattress. Charm & updated amenities: A/C, free Wi-Fi, Roku, Cable TV, HBO, Private WD, Additional hide-a-bed. Very clean! Well cared-for building with many charming details. Attention to detail with furnishings. Clean Apartment with private outdoor space and shared backyard to relax in the sun, BBQ or enjoy a game of corn hole. Fully stocked kitchen with Keurig, complimentary coffee and bottled waters. Large bedroom with walk-in closet, private washer / dryer, queen sized bed, 2nd queen sized hide-a-bed sofa. Sweeping sunset views of Elliot Bay from spacious living room and dining space. Dart board, Chess board, Poker set, ROKU, Cable TV, Free HBO and free wireless high speed internet! Complete apartment with private bedroom, bathroom, kitchen, dining area, large living room, private patio and shared backyard space. Private Washer and Dryer, walk-in closet.  4 dig",Seattle,"12th Avenue West, Seattle, WA 98119, United States",47.63981019,-122.3738006,4,130663,153875,23212,3.7,,,
33,"URBAN SANCTUARY, 3BR, QUEEN ANNE","*** NEW LISTING - August 2015 *** Relax and revive at this urban 3-bedroom sanctuary centrally located in Seattle's most charming and desirable neighborhood. Relax and revive at this urban 3-bedroom sanctuary centrally located in one of Seattle's most charming and desirable neighborhoods. The location is hard to beat, just three leafy blocks from Queen Anne's main drag with it's great array of shops, cafes and restaurants and five blocks from the most famous picture-postcard lookout point of the city skyline at Kerry Park. With good public transportation, it is just a 10-minute ride to the popular Seattle Center, exciting downtown, or trendy Capitol Hill.   For dinner, Queen Anne has a restaurant to suit any taste or budget, or why not release your inner chef in the gourmet kitchen with island cook top and double ovens. Afterwards take a soothing bath in the master suite's soaker tub or reinvigorate in the walk-in shower. Before bed, snuggle up in the giant leather chesterfield and cat",Seattle,"3rd Avenue West, Seattle, WA 98119, United States",47.63556952,-122.3616526,8,405176,428388,23212,3.7,,,
34,Cozy Homebase Close to Downtown,"Our century old Upper Queen Anne house is located near beautiful postcard-esc views of the city, and close/easy bus lines. Shared kitchen and bathroom. Three easy-going roommates. And a home recording studio, if you'd like to take a crack at a song! The guest room is divided into 2 sections; a small office type area with a couple chairs (and complimentary guitar, if the mood should strike you), and a large walk-in closet where the bed is located. If you enjoy sleeping in cave-like environments, you will not be disappointed here. The house is over a hundred years old, so it does accumulate dusty fairly easily and is in need of some paint touch-ups, but it's got a ton of character that makes up for it. :) You're welcome to access all areas of the house besides our private rooms (obviously) and basement music studio when we aren't home. You're welcome to check it out when I'm around, but there's a fair amount of expensive equipment lying around down there, and I want to keep it accident-f",Seattle,"West Howe Street, Seattle, WA 98119, United States",47.63497873,-122.3588694,1,32183,55395,23212,3.7,,,
